original_name,variable_name,object_name,quantity_name,phenomena,processes,matter,roles,forms,properties,operations,propertytypes,propertyroles,propertyquantifications,trajectories,domains,attributes,abstractions,models,directions,parts,reference,object_pattern,quantity_pattern
sea_surface_water_tide_constituent~sa__degrees-per-hour_speed,sea_surface_water_tide_constituent-sa__angular_speed,sea_surface_water_tide_constituent-sa,angular_speed,"tide, sea",,water,,,angular_speed,,,,,,,,surface,,,constituent-sa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~sa__period,sea_surface_water_tide_constituent-sa__period,sea_surface_water_tide_constituent-sa,period,"tide, sea",,water,,,period,,,,,,,,surface,,,constituent-sa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~sa__phase_angle,sea_surface_water_tide_constituent-sa__phase_angle,sea_surface_water_tide_constituent-sa,phase_angle,"tide, sea",,water,,,phase_angle,,,,,,,,surface,,,constituent-sa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~ssa__amplitude,sea_surface_water_tide_constituent-ssa__amplitude,sea_surface_water_tide_constituent-ssa,amplitude,"tide, sea",,water,,,amplitude,,,,,,,,surface,,,constituent-ssa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~ssa__degrees-per-hour_speed,sea_surface_water_tide_constituent-ssa__angular_speed,sea_surface_water_tide_constituent-ssa,angular_speed,"tide, sea",,water,,,angular_speed,,,,,,,,surface,,,constituent-ssa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~ssa__period,sea_surface_water_tide_constituent-ssa__period,sea_surface_water_tide_constituent-ssa,period,"tide, sea",,water,,,period,,,,,,,,surface,,,constituent-ssa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~ssa__phase_angle,sea_surface_water_tide_constituent-ssa__phase_angle,sea_surface_water_tide_constituent-ssa,phase_angle,"tide, sea",,water,,,phase_angle,,,,,,,,surface,,,constituent-ssa,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~t2__amplitude,sea_surface_water_tide_constituent-t2__amplitude,sea_surface_water_tide_constituent-t2,amplitude,"tide, sea",,water,,,amplitude,,,,,,,,surface,,,constituent-t2,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~t2__degrees-per-hour_speed,sea_surface_water_tide_constituent-t2__angular_speed,sea_surface_water_tide_constituent-t2,angular_speed,"tide, sea",,water,,,angular_speed,,,,,,,,surface,,,constituent-t2,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~t2__period,sea_surface_water_tide_constituent-t2__period,sea_surface_water_tide_constituent-t2,period,"tide, sea",,water,,,period,,,,,,,,surface,,,constituent-t2,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_tide_constituent~t2__phase_angle,sea_surface_water_tide_constituent-t2__phase_angle,sea_surface_water_tide_constituent-t2,phase_angle,"tide, sea",,water,,,phase_angle,,,,,,,,surface,,,constituent-t2,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON_PART,PROPERTY
sea_surface_water_wave__amplitude,sea_surface_water_wave__amplitude,sea_surface_water_wave,amplitude,sea,,water,,,amplitude,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__angular_frequency,sea_surface_water_wave__angular_frequency,sea_surface_water_wave,angular_frequency,sea,,water,,,angular_frequency,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__angular_wavenumber,sea_surface_water_wave__angular_wavenumber,sea_surface_water_wave,angular_wavenumber,sea,,water,,,angular_wavenumber,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__breaking_fraction,sea_surface_water_breaking-wave__fraction,sea_surface_water_breaking-wave,fraction,"breaking-wave, sea",,water,,,,fraction,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON,OPERATION
sea_surface_water_wave__breaking_height,sea_surface_water_breaking-wave__height,sea_surface_water_breaking-wave,height,"breaking-wave, sea",,water,,,height,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON,PROPERTY
sea_surface_water_wave__breaking_height-to-depth_ratio,sea_surface_water_breaking-wave__height-to-depth_ratio,sea_surface_water_breaking-wave,height-to-depth_ratio,"breaking-wave, sea",,water,,,height-to-depth_ratio,,,,,,,,surface,,,,,PHENOMENON_ABSTRACTION_MATTER_PHENOMENON,PROPERTY
sea_surface_water_wave__energy-per-unit-area_density,sea_surface_water_wave__energy-per-area_density,sea_surface_water_wave,energy-per-area_density,sea,,water,,,energy-per-area_density,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__frequency,sea_surface_water_wave__frequency,sea_surface_water_wave,frequency,sea,,water,,,frequency,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__group-speed-to-phase-speed_ratio,sea_surface_water_wave__group-speed-to-phase-speed_ratio,sea_surface_water_wave,group-speed-to-phase-speed_ratio,sea,,water,,,group-speed-to-phase-speed_ratio,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__group_speed,sea_surface_water_wave__group_speed,sea_surface_water_wave,group_speed,sea,,water,,,group_speed,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__height,sea_surface_water_wave__height,sea_surface_water_wave,height,sea,,water,,,height,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__intrinsic_angular_frequency,sea_surface_water_wave__intrinsic_angular_frequency,sea_surface_water_wave,intrinsic_angular_frequency,sea,,water,,,intrinsic_angular_frequency,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__max_of_orbital_speed,sea_surface_water_wave__max_of_orbital_speed,sea_surface_water_wave,max_of_orbital_speed,sea,,water,,,orbital_speed,max,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,OPERATION_of_PROPERTY
sea_surface_water_wave__observed_angular_frequency,observation_sea_surface_water_wave__angular_frequency,observation_sea_surface_water_wave,angular_frequency,sea,observation,water,,,angular_frequency,,,,,,,,"surface, wave",,,,,PROCESS_PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__orbital_speed,sea_surface_water_wave__orbital_speed,sea_surface_water_wave,orbital_speed,sea,,water,,,orbital_speed,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__period,sea_surface_water_wave__period,sea_surface_water_wave,period,sea,,water,,,period,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__phase_angle,sea_surface_water_wave__phase_angle,sea_surface_water_wave,phase_angle,sea,,water,,,phase_angle,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__phase_speed,sea_surface_water_wave__phase_speed,sea_surface_water_wave,phase_speed,sea,,water,,,phase_speed,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__power,sea_surface_water_wave__power,sea_surface_water_wave,power,sea,,water,,,power,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__refraction_angle,sea_surface_water_wave_refraction__angle,sea_surface_water_wave_refraction,angle,sea,refraction,water,,,angle,angle,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION_PROCESS,PROPERTY
sea_surface_water_wave__significant_height,sea_surface_water_wave__significant_height,sea_surface_water_wave,significant_height,sea,,water,,,significant_height,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__steepness,sea_surface_water_wave__slope,sea_surface_water_wave,slope,sea,,water,,,slope,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__time_integral_from_start_of_cos_of_angular_frequency_times_time,sea_surface_water_wave__time_integral_from_start_of_cos_of_product_of_angular_frequency_and_time,sea_surface_water_wave,time_integral_from_start_of_cos_of_product_of_angular_frequency_and_time,sea,,water,,,"angular_frequency, time","time_integral_from_start, product, time, cos",,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,OPERATION_of_OPERATION_of_OPERATION_of_PROPERTY_and_PROPERTY
sea_surface_water_wave__time_mean_of_height,sea_surface_water_wave__time_mean_of_height,sea_surface_water_wave,time_mean_of_height,sea,,water,,,height,time_mean,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,OPERATION_of_PROPERTY
sea_surface_water_wave__time_median_of_height,sea_surface_water_wave__time_median_of_height,sea_surface_water_wave,time_median_of_height,sea,,water,,,height,time_median,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,OPERATION_of_PROPERTY
sea_surface_water_wave__wavelength,sea_surface_water_wave__wavelength,sea_surface_water_wave,wavelength,sea,,water,,,wavelength,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave__wavenumber,sea_surface_water_wave__wavenumber,sea_surface_water_wave,wavenumber,sea,,water,,,wavenumber,,,,,,,,"surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION,PROPERTY
sea_surface_water_wave_crest_x-section__vertex_angle,sea_surface_water_wave_crest_x-section_vertex__angle,sea_surface_water_wave_crest_x-section_vertex,angle,sea,,water,,,angle,angle,,,,,,,"x-section, surface, vertex, crest, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION_ABSTRACTION_ABSTRACTION_ABSTRACTION,PROPERTY
sea_surface_water_wave_crestline__power-per-length,sea_surface_water_wave_crestline__power-per-length_density,sea_surface_water_wave_crestline,power-per-length_density,sea,,water,,,power-per-length_density,,,,,,,,"crestline, surface, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION_ABSTRACTION,PROPERTY
sea_surface_water_wave_ray__incidence_angle,sea_surface_water_wave_ray__incidence_angle,sea_surface_water_wave_ray,incidence_angle,sea,,water,,,incidence_angle,,,,,,,,"surface, wave, ray",,,,,PHENOMENON_ABSTRACTION_MATTER_ABSTRACTION_ABSTRACTION,PROPERTY
sea_water__anomaly_of_mass-to-volume_density,sea_water__anomaly_of_mass-per-volume_density,sea_water,anomaly_of_mass-per-volume_density,sea,,water,,,mass-per-volume_density,anomaly,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__azimuth_angle_of_gradient_of_salinity,sea_water__azimuth_angle_of_gradient_of_salinity,sea_water,azimuth_angle_of_gradient_of_salinity,sea,,water,,,"azimuth_angle, salinity","azimuth_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__azimuth_angle_of_gradient_of_temperature,sea_water__azimuth_angle_of_gradient_of_temperature,sea_water,azimuth_angle_of_gradient_of_temperature,sea,,water,,,"azimuth_angle, temperature","azimuth_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__brunt_vaisala_frequency,sea_water__brunt-vaisala_frequency,sea_water,brunt-vaisala_frequency,sea,,water,,,brunt-vaisala_frequency,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__depth,sea_water__depth,sea_water,depth,sea,,water,,,depth,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__east_derivative_of_salinity,sea_water__east_derivative_of_salinity,sea_water,east_derivative_of_salinity,sea,,water,,,salinity,east_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__east_derivative_of_temperature,sea_water__east_derivative_of_temperature,sea_water,east_derivative_of_temperature,sea,,water,,,temperature,east_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__eddy_viscosity,sea_water__eddy_viscosity,sea_water,eddy_viscosity,sea,,water,,,eddy_viscosity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__electrical_conductivity,sea_water__electrical_conductivity,sea_water,electrical_conductivity,sea,,water,,,electrical_conductivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__elevation_angle_of_gradient_of_salinity,sea_water__elevation_angle_of_gradient_of_salinity,sea_water,elevation_angle_of_gradient_of_salinity,sea,,water,,,"elevation_angle, salinity","elevation_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__elevation_angle_of_gradient_of_temperature,sea_water__elevation_angle_of_gradient_of_temperature,sea_water,elevation_angle_of_gradient_of_temperature,sea,,water,,,"elevation_angle, temperature","elevation_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__flow_speed,sea_water_flowing__speed,sea_water_flowing,speed,sea,flowing,water,,,speed,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__heat_capacity_ratio,sea_water__heat_capacity_ratio,sea_water,heat_capacity_ratio,sea,,water,,,heat_capacity_ratio,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__isentropic_compressibility,sea_water_isentropic-process__compressibility,sea_water_isentropic-process,compressibility,sea,isentropic-process,water,,,compressibility,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__isothermal_compressibility,sea_water_isothermal-process__compressibility,sea_water_isothermal-process,compressibility,sea,isothermal-process,water,,,compressibility,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__magnitude_of_gradient_of_salinity,sea_water__magnitude_of_gradient_of_salinity,sea_water,magnitude_of_gradient_of_salinity,sea,,water,,,"magnitude, salinity","magnitude, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__magnitude_of_gradient_of_temperature,sea_water__magnitude_of_gradient_of_temperature,sea_water,magnitude_of_gradient_of_temperature,sea,,water,,,"temperature, magnitude","magnitude, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
sea_water__magnitude_of_vorticity,sea_water__magnitude_of_vorticity,sea_water,magnitude_of_vorticity,sea,,water,,,"magnitude, vorticity",magnitude,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_PROPERTY
sea_water__mass-per-volume_density,sea_water__mass-per-volume_density,sea_water,mass-per-volume_density,sea,,water,,,mass-per-volume_density,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__mass-specific_isobaric_heat_capacity,sea_water_isobaric-process__mass-specific_heat_capacity,sea_water_isobaric-process,mass-specific_heat_capacity,sea,isobaric-process,water,,,mass-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__mass-specific_isochoric_heat_capacity,sea_water_isochoric-process__mass-specific_heat_capacity,sea_water_isochoric-process,mass-specific_heat_capacity,sea,isochoric-process,water,,,mass-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__mass-specific_latent_fusion_heat,sea_water_fusion__mass-specific_latent_heat,sea_water_fusion,mass-specific_latent_heat,sea,fusion,water,,,mass-specific_latent_heat,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__mass-specific_latent_vaporization_heat,sea_water_vaporization__mass-specific_latent_heat,sea_water_vaporization,mass-specific_latent_heat,sea,vaporization,water,,,mass-specific_latent_heat,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__mass-to-volume_density,sea_water__mass-per-volume_density,sea_water,mass-per-volume_density,sea,,water,,,mass-per-volume_density,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__north_derivative_of_salinity,sea_water__north_derivative_of_salinity,sea_water,north_derivative_of_salinity,sea,,water,,,salinity,north_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__north_derivative_of_temperature,sea_water__north_derivative_of_temperature,sea_water,north_derivative_of_temperature,sea,,water,,,temperature,north_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__osmotic_pressure,sea_water__osmotic_pressure,sea_water,osmotic_pressure,sea,,water,,,osmotic_pressure,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__potential_temperature,sea_water__potential_temperature,sea_water,potential_temperature,sea,,water,,,potential_temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__salinity,sea_water__salinity,sea_water,salinity,sea,,water,,,salinity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__secchi_depth,sea_water__secchi_depth,sea_water,secchi_depth,sea,,water,,,secchi_depth,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__static_pressure,sea_water__static_pressure,sea_water,static_pressure,sea,,water,,,static_pressure,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__temperature,sea_water__temperature,sea_water,temperature,sea,,water,,,temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__thermal_conductivity,sea_water__thermal_conductivity,sea_water,thermal_conductivity,sea,,water,,,thermal_conductivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__thermal_inertia,sea_water__thermal_inertia,sea_water,thermal_inertia,sea,,water,,,thermal_inertia,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__thermal_resistivity,sea_water__thermal_resistivity,sea_water,thermal_resistivity,sea,,water,,,thermal_resistivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__thermal_volume_expansion_coefficient,sea_water__thermal_volume_expansion_coefficient,sea_water,thermal_volume_expansion_coefficient,sea,,water,,,thermal_volume_expansion_coefficient,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
sea_water__time_average_of_square_of_potential_temperature,sea_water__time_average_of_square_of_potential_temperature,sea_water,time_average_of_square_of_potential_temperature,sea,,water,,,potential_temperature,"time_average, square",,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_OPERATION_of_PROPERTY
sea_water__time_average_of_square_of_salinity,sea_water__time_average_of_square_of_salinity,sea_water,time_average_of_square_of_salinity,sea,,water,,,salinity,"time_average, square",,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_OPERATION_of_PROPERTY
sea_water__time_derivative_of_north_component_of_velocity,sea_water__time_derivative_of_north_component_of_velocity,sea_water,time_derivative_of_north_component_of_velocity,sea,,water,,,velocity,"north_component, time_derivative",,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_OPERATION_of_PROPERTY
sea_water__time_derivative_of_temperature,sea_water__time_derivative_of_temperature,sea_water,time_derivative_of_temperature,sea,,water,,,temperature,time_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__time_derivative_of_total_pressure,sea_water__time_derivative_of_total_pressure,sea_water,time_derivative_of_total_pressure,sea,,water,,,total_pressure,time_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
sea_water__volume-specific_isobaric_heat_capacity,sea_water_isobaric-process__volume-specific_heat_capacity,sea_water_isobaric-process,volume-specific_heat_capacity,sea,isobaric-process,water,,,volume-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__volume-specific_isochoric_heat_capacity,sea_water_isochoric-process__volume-specific_heat_capacity,sea_water_isochoric-process,volume-specific_heat_capacity,sea,isochoric-process,water,,,volume-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
sea_water__x_derivative_of_salinity,sea_water__x_derivative_of_salinity,sea_water,x_derivative_of_salinity,sea,,water,,,salinity,x_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
